City,State,Datetime,US_AQI,PM2_5_ugm3,AirIntel_Risk_Score,Risk_Category
Chandigarh,Punjab,2025-10-13 17:00:00,173.0,27.2,21.55033333333333,Safe
Bhopal,Madhya Pradesh,2024-10-31 03:00:00,65.0,15.6,7.083,Safe
Shillong,Meghalaya,2022-10-24 00:00:00,39.0,9.9,9.203,Safe
Ahmedabad,Gujarat,2024-10-25 14:00:00,129.0,42.5,20.47833333333333,Safe
Chennai,Tamil Nadu,2024-11-15 01:00:00,27.0,4.3,20.620666666666665,Safe
Gurugram,Haryana,2024-03-25 08:00:00,153.0,58.8,19.268,Safe
Patna,Bihar,2025-05-09 07:00:00,114.0,37.3,13.430666666666667,Safe
Shimla,Himachal Pradesh,2023-04-19 12:00:00,61.0,11.4,6.194999999999999,Safe
Chennai,Tamil Nadu,2023-11-26 01:00:00,74.0,29.3,24.427333333333333,Safe
Dehradun,Uttarakhand,2022-10-07 04:00:00,92.0,27.9,18.413999999999998,Safe
Delhi,Delhi,2023-11-20 01:00:00,187.0,178.8,57.815000000000005,High
Kolkata,West Bengal,2025-10-04 10:00:00,50.0,13.6,10.410666666666668,Safe
Imphal,Manipur,2025-01-08 00:00:00,94.0,50.6,35.42333333333333,Moderate
Dehradun,Uttarakhand,2025-05-09 16:00:00,93.0,19.4,18.557333333333332,Safe
Panaji,Goa,2022-09-24 21:00:00,33.0,8.6,11.630333333333333,Safe
Bengaluru,Karnataka,2025-03-03 02:00:00,64.0,14.9,6.596333333333333,Safe
Dehradun,Uttarakhand,2025-09-29 20:00:00,87.0,51.7,25.089666666666666,Moderate
Delhi,Delhi,2023-02-04 17:00:00,157.0,50.1,28.402,Moderate
Bhubaneswar,Odisha,2024-05-15 22:00:00,44.0,9.9,4.654,Safe
Panaji,Goa,2023-12-06 10:00:00,72.0,27.6,23.805999999999997,Safe
Kohima,Nagaland,2023-07-10 06:00:00,33.0,8.4,16.569,Safe
Shillong,Meghalaya,2023-10-04 06:00:00,21.0,2.0,1.9003333333333334,Safe
Kohima,Nagaland,2024-04-15 07:00:00,107.0,38.9,21.06133333333333,Safe
Dehradun,Uttarakhand,2025-03-17 10:00:00,66.0,10.4,14.888333333333334,Safe
Gurugram,Haryana,2024-02-17 16:00:00,156.0,37.3,26.985666666666667,Moderate
Bengaluru,Karnataka,2024-09-07 06:00:00,31.0,6.2,8.235333333333333,Safe
Bhubaneswar,Odisha,2024-02-03 01:00:00,77.0,37.7,25.35333333333333,Moderate
Ranchi,Jharkhand,2023-08-04 16:00:00,47.0,15.9,10.486,Safe
Gurugram,Haryana,2023-02-15 01:00:00,118.0,56.5,31.776666666666667,Moderate
Visakhapatnam,Andhra Pradesh,2023-08-06 14:00:00,71.0,18.8,12.950333333333333,Safe
Dehradun,Uttarakhand,2023-10-07 20:00:00,165.0,54.2,32.480333333333334,Moderate
Lucknow,Uttar Pradesh,2024-04-10 20:00:00,124.0,39.6,22.437,Safe
Bhopal,Madhya Pradesh,2024-07-10 23:00:00,51.0,15.3,5.766,Safe
Patna,Bihar,2023-12-27 11:00:00,176.0,76.1,40.42933333333333,Moderate
Itanagar,Arunachal Pradesh,2024-01-13 06:00:00,55.0,7.1,23.176333333333332,Safe
Itanagar,Arunachal Pradesh,2025-11-26 01:00:00,41.0,11.0,27.358333333333334,Moderate
Shimla,Himachal Pradesh,2023-09-29 13:00:00,57.0,18.7,11.673666666666666,Safe
Gangtok,Sikkim,2024-06-03 15:00:00,82.0,16.5,8.482,Safe
Kolkata,West Bengal,2023-07-08 12:00:00,41.0,12.3,9.667000000000002,Safe
Itanagar,Arunachal Pradesh,2024-02-21 15:00:00,102.0,31.7,29.647333333333336,Moderate
Panaji,Goa,2025-02-23 08:00:00,143.0,47.7,34.126,Moderate
Jaipur,Rajasthan,2024-04-21 16:00:00,82.0,18.2,22.155333333333335,Safe
Kolkata,West Bengal,2024-12-02 08:00:00,153.0,53.1,32.442,Moderate
Itanagar,Arunachal Pradesh,2023-03-21 21:00:00,42.0,16.1,18.120333333333335,Safe
Raipur,Chhattisgarh,2025-03-15 07:00:00,152.0,96.9,26.611,Moderate
Delhi,Delhi,2024-06-07 05:00:00,170.0,83.1,34.814,Moderate
Chennai,Tamil Nadu,2024-11-21 23:00:00,113.0,43.2,28.321,Moderate
Imphal,Manipur,2023-04-14 08:00:00,91.0,20.4,17.528,Safe
Kohima,Nagaland,2023-10-11 08:00:00,48.0,10.9,10.055666666666667,Safe
Bhubaneswar,Odisha,2023-05-23 09:00:00,75.0,30.3,14.394,Safe
Itanagar,Arunachal Pradesh,2023-10-31 01:00:00,21.0,3.0,10.009,Safe
Mumbai,Maharashtra,2025-01-09 04:00:00,153.0,50.3,27.123333333333335,Moderate
Guwahati,Assam,2023-07-12 05:00:00,48.0,8.9,12.808333333333334,Safe
Gangtok,Sikkim,2023-08-19 13:00:00,38.0,4.0,11.477666666666666,Safe
Bhubaneswar,Odisha,2023-06-19 00:00:00,78.0,21.9,13.813,Safe
Gurugram,Haryana,2023-01-06 02:00:00,223.0,219.8,64.99133333333333,High
Bengaluru,Karnataka,2024-01-13 01:00:00,83.0,35.6,25.615333333333332,Moderate
Panaji,Goa,2025-11-03 10:00:00,64.0,9.2,24.084333333333333,Safe
Chennai,Tamil Nadu,2023-03-28 23:00:00,62.0,16.5,11.948,Safe
Gangtok,Sikkim,2023-09-04 05:00:00,48.0,9.0,17.814999999999998,Safe
Thiruvananthapuram,Kerala,2022-11-30 00:00:00,82.0,25.1,32.355333333333334,Moderate
Ranchi,Jharkhand,2024-03-16 03:00:00,92.0,51.3,18.219,Safe
Chennai,Tamil Nadu,2023-05-31 03:00:00,84.0,32.4,15.395000000000001,Safe
Itanagar,Arunachal Pradesh,2024-09-03 08:00:00,53.0,13.6,18.728666666666665,Safe
Visakhapatnam,Andhra Pradesh,2024-05-27 01:00:00,116.0,35.3,18.526333333333334,Safe
Shillong,Meghalaya,2024-04-21 05:00:00,73.0,9.9,6.947,Safe
Guwahati,Assam,2022-12-19 09:00:00,89.0,30.4,25.463666666666665,Moderate
Thiruvananthapuram,Kerala,2024-05-10 03:00:00,69.0,11.8,6.894666666666668,Safe
Itanagar,Arunachal Pradesh,2025-02-03 06:00:00,155.0,30.0,38.366,Moderate
Guwahati,Assam,2024-12-04 22:00:00,90.0,44.2,34.52966666666667,Moderate
Gangtok,Sikkim,2025-06-13 22:00:00,86.0,36.0,18.468,Safe
Thiruvananthapuram,Kerala,2025-07-07 23:00:00,47.0,13.7,10.486333333333333,Safe
Bengaluru,Karnataka,2024-07-11 04:00:00,32.0,3.6,2.9619999999999997,Safe
Itanagar,Arunachal Pradesh,2025-10-08 12:00:00,65.0,11.5,11.320666666666668,Safe
Raipur,Chhattisgarh,2024-09-06 11:00:00,103.0,39.2,17.569333333333333,Safe
Agartala,Tripura,2024-02-26 17:00:00,157.0,44.9,27.710333333333335,Moderate
Kohima,Nagaland,2022-08-13 06:00:00,37.0,8.3,16.867333333333335,Safe
Bhopal,Madhya Pradesh,2024-08-25 19:00:00,25.0,5.8,2.6296666666666666,Safe
Gurugram,Haryana,2025-04-16 02:00:00,673.0,88.5,60.204,High
Agartala,Tripura,2025-03-13 17:00:00,129.0,48.1,15.299666666666667,Safe
Itanagar,Arunachal Pradesh,2025-05-10 02:00:00,84.0,23.5,17.174666666666667,Safe
Delhi,Delhi,2023-10-01 04:00:00,108.0,41.2,18.795666666666666,Safe
Gangtok,Sikkim,2024-12-19 07:00:00,64.0,27.4,30.801666666666666,Moderate
Shimla,Himachal Pradesh,2024-10-18 07:00:00,55.0,8.4,5.353000000000001,Safe
Bhubaneswar,Odisha,2023-01-16 11:00:00,155.0,60.3,34.150000000000006,Moderate
Shimla,Himachal Pradesh,2024-08-30 12:00:00,47.0,15.1,18.417666666666666,Safe
Gangtok,Sikkim,2022-09-19 03:00:00,47.0,8.4,17.68,Safe
Imphal,Manipur,2024-02-13 23:00:00,61.0,19.0,24.968666666666667,Safe
Gurugram,Haryana,2022-09-19 04:00:00,174.0,195.1,40.587666666666664,Moderate
Kohima,Nagaland,2025-06-01 23:00:00,25.0,8.0,7.785333333333334,Safe
Chennai,Tamil Nadu,2023-02-24 22:00:00,72.0,13.9,17.340666666666667,Safe
Jaipur,Rajasthan,2023-09-12 06:00:00,69.0,25.1,13.273333333333333,Safe
Imphal,Manipur,2024-05-25 06:00:00,63.0,12.8,14.448333333333334,Safe
Dehradun,Uttarakhand,2025-05-02 23:00:00,104.0,53.9,27.184333333333335,Moderate
Shillong,Meghalaya,2022-09-28 01:00:00,50.0,12.4,13.357666666666667,Safe
Imphal,Manipur,2025-02-25 23:00:00,91.0,31.4,20.41133333333333,Safe
Lucknow,Uttar Pradesh,2022-10-13 14:00:00,148.0,25.2,19.618000000000002,Safe
Raipur,Chhattisgarh,2023-07-09 17:00:00,57.0,21.4,11.922666666666668,Safe
Dehradun,Uttarakhand,2024-10-16 10:00:00,83.0,33.5,15.430333333333335,Safe
Gangtok,Sikkim,2023-02-27 20:00:00,76.0,26.7,32.006,Moderate
Chennai,Tamil Nadu,2025-07-11 10:00:00,56.0,11.9,10.939333333333334,Safe
Shillong,Meghalaya,2025-08-05 11:00:00,37.0,4.3,3.3906666666666667,Safe
Kohima,Nagaland,2024-11-22 23:00:00,49.0,12.6,15.147,Safe
Bhubaneswar,Odisha,2023-05-28 02:00:00,103.0,44.9,26.252333333333333,Moderate
Visakhapatnam,Andhra Pradesh,2024-10-27 15:00:00,117.0,27.6,12.433000000000002,Safe
Dehradun,Uttarakhand,2024-08-21 00:00:00,55.0,9.2,13.409333333333333,Safe
Bhopal,Madhya Pradesh,2025-01-18 12:00:00,140.0,52.0,26.259666666666668,Moderate
Gurugram,Haryana,2024-12-12 10:00:00,154.0,81.3,35.191,Moderate
Raipur,Chhattisgarh,2025-02-17 19:00:00,108.0,43.2,27.942,Moderate
Chandigarh,Punjab,2024-11-20 16:00:00,145.0,35.6,25.074333333333335,Moderate
Hyderabad,Telangana,2024-10-12 13:00:00,33.0,5.6,8.265333333333334,Safe
Gurugram,Haryana,2025-03-14 06:00:00,179.0,80.8,33.82666666666667,Moderate
Imphal,Manipur,2025-04-06 21:00:00,140.0,65.2,30.865666666666666,Moderate
Thiruvananthapuram,Kerala,2024-04-24 16:00:00,68.0,17.3,7.577333333333334,Safe
Imphal,Manipur,2023-01-29 10:00:00,115.0,31.1,30.626333333333335,Moderate
Itanagar,Arunachal Pradesh,2023-04-21 11:00:00,72.0,27.2,13.761333333333333,Safe
Kohima,Nagaland,2023-04-23 07:00:00,68.0,20.3,7.684333333333334,Safe
Shimla,Himachal Pradesh,2025-08-26 16:00:00,60.0,12.0,18.969,Safe
Ahmedabad,Gujarat,2025-10-11 14:00:00,156.0,31.0,22.73766666666667,Safe
Bhopal,Madhya Pradesh,2024-06-11 16:00:00,126.0,39.0,27.32,Moderate
Patna,Bihar,2022-11-01 16:00:00,170.0,62.6,30.461333333333332,Moderate
Guwahati,Assam,2023-06-09 23:00:00,110.0,25.5,11.631,Safe
Imphal,Manipur,2024-06-03 16:00:00,63.0,12.0,6.512,Safe
Lucknow,Uttar Pradesh,2024-12-19 03:00:00,195.0,169.5,55.054,High
Panaji,Goa,2023-11-10 23:00:00,70.0,32.9,24.242333333333335,Safe
Gurugram,Haryana,2025-10-24 06:00:00,160.0,119.7,40.68,Moderate
Itanagar,Arunachal Pradesh,2025-06-13 17:00:00,67.0,17.3,12.068333333333333,Safe
Bhopal,Madhya Pradesh,2024-09-16 13:00:00,69.0,20.4,13.08,Safe
Imphal,Manipur,2024-05-09 10:00:00,83.0,23.3,17.342333333333332,Safe
Raipur,Chhattisgarh,2024-04-13 03:00:00,136.0,41.7,20.616,Safe
Itanagar,Arunachal Pradesh,2024-06-28 19:00:00,29.0,9.5,11.358333333333334,Safe
Panaji,Goa,2024-03-11 13:00:00,85.0,28.7,15.153333333333334,Safe
Mumbai,Maharashtra,2025-04-30 05:00:00,87.0,22.5,17.543,Safe
Guwahati,Assam,2023-06-25 08:00:00,55.0,12.6,10.798,Safe
Patna,Bihar,2023-10-31 11:00:00,165.0,54.2,27.357333333333333,Moderate
Raipur,Chhattisgarh,2025-11-24 22:00:00,168.0,119.7,40.08,Moderate
Bhubaneswar,Odisha,2025-03-17 04:00:00,71.0,15.8,12.297333333333333,Safe
Gurugram,Haryana,2022-12-19 23:00:00,218.0,159.7,45.14266666666666,Moderate
Mumbai,Maharashtra,2023-01-24 18:00:00,154.0,75.2,35.78333333333333,Moderate
Jaipur,Rajasthan,2024-01-03 03:00:00,154.0,75.0,35.644,Moderate
Jaipur,Rajasthan,2023-08-09 10:00:00,80.0,18.2,9.548333333333334,Safe
Panaji,Goa,2023-02-06 10:00:00,104.0,36.3,27.354,Moderate
Delhi,Delhi,2024-09-30 21:00:00,140.0,67.8,19.785,Safe
Jaipur,Rajasthan,2024-01-07 09:00:00,156.0,75.2,43.91633333333333,Moderate
Agartala,Tripura,2025-08-23 12:00:00,27.0,2.5,2.401666666666667,Safe
Shillong,Meghalaya,2024-05-30 22:00:00,43.0,25.8,11.366,Safe
Shillong,Meghalaya,2025-09-14 18:00:00,35.0,5.4,3.322,Safe
Bhubaneswar,Odisha,2024-12-17 04:00:00,160.0,85.0,36.03766666666667,Moderate
Lucknow,Uttar Pradesh,2023-02-03 14:00:00,158.0,57.2,28.967333333333332,Moderate
Delhi,Delhi,2022-12-20 13:00:00,184.0,83.8,33.98166666666667,Moderate
Raipur,Chhattisgarh,2023-10-02 19:00:00,92.0,23.0,9.889333333333333,Safe
Hyderabad,Telangana,2024-03-10 20:00:00,79.0,27.4,9.439666666666666,Safe
Thiruvananthapuram,Kerala,2024-08-25 08:00:00,43.0,13.7,10.127333333333333,Safe
Mumbai,Maharashtra,2022-09-10 11:00:00,150.0,30.3,15.325,Safe
Thiruvananthapuram,Kerala,2024-10-23 12:00:00,30.0,6.4,8.195666666666668,Safe
Panaji,Goa,2025-03-11 11:00:00,89.0,29.9,17.160333333333334,Safe
Kohima,Nagaland,2024-04-12 12:00:00,103.0,41.0,17.839333333333332,Safe
Thiruvananthapuram,Kerala,2025-08-15 05:00:00,53.0,11.2,10.517666666666667,Safe
Ahmedabad,Gujarat,2024-06-27 00:00:00,82.0,31.5,15.052,Safe
Hyderabad,Telangana,2025-03-07 06:00:00,75.0,45.3,23.378999999999998,Safe
Visakhapatnam,Andhra Pradesh,2023-01-21 03:00:00,163.0,102.9,34.454,Moderate
Bhubaneswar,Odisha,2025-04-30 07:00:00,56.0,17.5,11.288666666666668,Safe
Visakhapatnam,Andhra Pradesh,2024-12-13 22:00:00,159.0,59.5,28.543666666666667,Moderate
Kohima,Nagaland,2023-09-22 13:00:00,32.0,5.0,8.121333333333334,Safe
Raipur,Chhattisgarh,2025-05-11 05:00:00,99.0,34.1,11.300333333333333,Safe
Aizawl,Mizoram,2022-09-21 07:00:00,29.0,4.4,10.811333333333334,Safe
Patna,Bihar,2024-08-22 23:00:00,94.0,44.2,12.365666666666666,Safe
Kohima,Nagaland,2025-04-25 16:00:00,98.0,23.2,18.826666666666668,Safe
Bhubaneswar,Odisha,2023-04-13 03:00:00,140.0,65.0,23.404333333333334,Safe
Imphal,Manipur,2023-07-17 02:00:00,51.0,21.8,19.451333333333334,Safe
Ranchi,Jharkhand,2023-01-19 13:00:00,185.0,136.9,44.83666666666667,Moderate
Bhopal,Madhya Pradesh,2024-04-22 03:00:00,62.0,30.5,13.601333333333333,Safe
Dehradun,Uttarakhand,2025-10-27 11:00:00,91.0,31.1,23.487333333333332,Safe
Bhubaneswar,Odisha,2025-10-03 13:00:00,47.0,12.2,9.993333333333332,Safe
Kolkata,West Bengal,2023-10-30 09:00:00,171.0,56.1,27.901000000000003,Moderate
Agartala,Tripura,2025-03-15 17:00:00,100.0,60.5,19.169333333333334,Safe
Raipur,Chhattisgarh,2024-05-11 03:00:00,105.0,28.6,11.626666666666667,Safe
Chennai,Tamil Nadu,2023-06-03 02:00:00,123.0,41.2,19.485666666666667,Safe
Panaji,Goa,2025-10-12 18:00:00,119.0,38.2,18.371666666666666,Safe
Guwahati,Assam,2024-09-14 20:00:00,48.0,14.9,5.475333333333333,Safe
Jaipur,Rajasthan,2022-09-03 21:00:00,70.0,18.6,7.812000000000001,Safe
Bengaluru,Karnataka,2022-12-02 19:00:00,68.0,22.6,17.948666666666668,Safe
Bhubaneswar,Odisha,2024-06-16 16:00:00,140.0,38.1,15.462000000000002,Safe
Panaji,Goa,2023-11-27 20:00:00,76.0,27.9,24.259999999999998,Safe
Raipur,Chhattisgarh,2023-10-27 19:00:00,151.0,58.1,18.650333333333332,Safe
Kohima,Nagaland,2022-11-02 21:00:00,40.0,10.6,14.362666666666666,Safe
Gangtok,Sikkim,2023-11-08 10:00:00,41.0,12.4,27.685666666666666,Moderate
Gangtok,Sikkim,2024-02-02 13:00:00,85.0,42.6,34.707,Moderate
Hyderabad,Telangana,2023-10-15 23:00:00,138.0,64.5,23.421,Safe
Guwahati,Assam,2024-12-27 11:00:00,106.0,19.2,25.36,Moderate
Aizawl,Mizoram,2024-11-26 13:00:00,59.0,5.7,15.306999999999999,Safe
Lucknow,Uttar Pradesh,2023-05-08 09:00:00,117.0,45.8,14.669333333333334,Safe
Raipur,Chhattisgarh,2025-01-23 03:00:00,161.0,82.0,38.81266666666667,Moderate
Gurugram,Haryana,2023-07-05 23:00:00,79.0,30.5,10.525333333333334,Safe
Lucknow,Uttar Pradesh,2023-11-04 16:00:00,167.0,56.7,34.921,Moderate
Bengaluru,Karnataka,2022-09-21 15:00:00,58.0,11.7,6.002000000000001,Safe
Imphal,Manipur,2024-11-04 13:00:00,60.0,9.0,15.796,Safe
Gurugram,Haryana,2025-10-12 06:00:00,172.0,65.7,34.018,Moderate
Chennai,Tamil Nadu,2025-10-02 15:00:00,55.0,18.2,11.267333333333333,Safe
Shillong,Meghalaya,2023-09-09 12:00:00,33.0,9.3,16.683,Safe
Ranchi,Jharkhand,2023-05-22 19:00:00,154.0,23.3,26.90833333333333,Moderate
Kolkata,West Bengal,2022-08-08 07:00:00,49.0,9.0,9.934,Safe
Lucknow,Uttar Pradesh,2023-05-07 19:00:00,126.0,37.8,14.385,Safe
Itanagar,Arunachal Pradesh,2024-01-13 20:00:00,52.0,19.8,29.335,Moderate
Guwahati,Assam,2025-09-12 20:00:00,79.0,26.0,16.842333333333336,Safe
Jaipur,Rajasthan,2023-12-18 00:00:00,103.0,37.1,22.369333333333337,Safe
Hyderabad,Telangana,2024-09-10 17:00:00,38.0,9.0,4.045,Safe
Gurugram,Haryana,2024-04-20 20:00:00,192.0,49.7,33.94433333333333,Moderate
Agartala,Tripura,2023-05-26 12:00:00,71.0,32.2,14.296666666666667,Safe
Guwahati,Assam,2025-09-29 03:00:00,62.0,24.3,20.309,Safe
Jaipur,Rajasthan,2025-10-26 00:00:00,100.0,37.5,17.087,Safe
Guwahati,Assam,2024-01-16 16:00:00,73.0,24.2,26.497333333333334,Moderate
Kohima,Nagaland,2024-03-28 12:00:00,90.0,34.3,16.331666666666667,Safe
Dehradun,Uttarakhand,2022-11-28 19:00:00,123.0,65.4,32.007999999999996,Moderate
Patna,Bihar,2025-03-06 15:00:00,153.0,87.5,34.11033333333334,Moderate
Panaji,Goa,2023-05-17 18:00:00,47.0,9.5,9.894333333333334,Safe
Patna,Bihar,2024-07-26 07:00:00,85.0,29.6,18.051333333333332,Safe
Dehradun,Uttarakhand,2025-04-22 06:00:00,96.0,17.4,15.157,Safe
Kohima,Nagaland,2023-08-22 10:00:00,49.0,6.2,12.603333333333332,Safe
Mumbai,Maharashtra,2024-10-23 08:00:00,70.0,28.2,13.71,Safe
Visakhapatnam,Andhra Pradesh,2024-11-03 22:00:00,119.0,43.4,29.549333333333333,Moderate
Guwahati,Assam,2025-07-26 06:00:00,47.0,7.4,12.481333333333332,Safe
Agartala,Tripura,2025-04-15 01:00:00,151.0,93.6,26.338,Moderate
Guwahati,Assam,2023-10-05 02:00:00,39.0,7.6,11.953666666666667,Safe
Itanagar,Arunachal Pradesh,2022-10-11 09:00:00,41.0,5.8,3.915666666666667,Safe
Patna,Bihar,2024-04-27 08:00:00,71.0,32.5,21.508666666666667,Safe
Lucknow,Uttar Pradesh,2025-10-31 14:00:00,65.0,17.5,6.894666666666668,Safe
Chennai,Tamil Nadu,2024-07-09 16:00:00,63.0,16.1,6.941333333333334,Safe
Bhopal,Madhya Pradesh,2025-04-03 12:00:00,142.0,51.8,28.622333333333334,Moderate
Chennai,Tamil Nadu,2025-07-13 07:00:00,51.0,10.9,10.247666666666667,Safe
Gangtok,Sikkim,2024-07-24 19:00:00,34.0,6.5,11.432333333333332,Safe
Panaji,Goa,2023-12-09 07:00:00,82.0,25.3,24.34766666666667,Safe
Chandigarh,Punjab,2023-10-03 21:00:00,109.0,34.7,17.608333333333334,Safe
Kohima,Nagaland,2025-05-10 08:00:00,122.0,43.0,19.639666666666667,Safe
Bengaluru,Karnataka,2022-08-26 02:00:00,38.0,10.7,9.218333333333334,Safe
Hyderabad,Telangana,2024-01-21 09:00:00,72.0,20.3,26.049333333333333,Moderate
Chandigarh,Punjab,2022-12-01 23:00:00,157.0,85.9,44.973666666666674,Moderate
Chennai,Tamil Nadu,2025-01-19 21:00:00,87.0,29.2,19.929666666666666,Safe
Bengaluru,Karnataka,2025-01-07 11:00:00,108.0,30.2,21.595333333333336,Safe
Ahmedabad,Gujarat,2025-11-05 11:00:00,123.0,28.6,36.300666666666665,Moderate
Imphal,Manipur,2022-12-04 22:00:00,73.0,27.6,18.865000000000002,Safe
Bhubaneswar,Odisha,2025-01-29 14:00:00,154.0,54.1,32.58866666666667,Moderate
Gangtok,Sikkim,2023-02-16 16:00:00,87.0,29.3,28.170333333333332,Moderate
Ranchi,Jharkhand,2025-06-05 16:00:00,146.0,27.4,20.093666666666664,Safe
Mumbai,Maharashtra,2023-04-23 04:00:00,78.0,26.8,22.49066666666667,Safe
Mumbai,Maharashtra,2023-02-28 11:00:00,155.0,125.7,56.201,High
Shillong,Meghalaya,2025-01-07 21:00:00,69.0,29.4,18.377000000000002,Safe
Bhopal,Madhya Pradesh,2024-01-18 20:00:00,115.0,31.4,22.748333333333335,Safe
Ahmedabad,Gujarat,2023-04-12 06:00:00,70.0,14.6,7.335333333333335,Safe
Visakhapatnam,Andhra Pradesh,2024-12-23 03:00:00,63.0,23.3,22.325333333333333,Safe
Visakhapatnam,Andhra Pradesh,2024-08-21 16:00:00,54.0,8.5,5.333666666666667,Safe
Thiruvananthapuram,Kerala,2024-01-23 13:00:00,65.0,21.4,22.64966666666667,Safe
Raipur,Chhattisgarh,2024-06-17 07:00:00,149.0,50.4,17.494,Safe
Panaji,Goa,2024-03-06 21:00:00,88.0,27.6,10.311,Safe
Bhopal,Madhya Pradesh,2025-08-30 14:00:00,106.0,18.7,18.293666666666667,Safe
Panaji,Goa,2024-04-12 17:00:00,80.0,13.4,8.043333333333333,Safe
Chennai,Tamil Nadu,2023-09-06 04:00:00,63.0,10.2,6.164,Safe
Lucknow,Uttar Pradesh,2023-06-25 21:00:00,135.0,46.6,15.919666666666668,Safe
Thiruvananthapuram,Kerala,2025-03-12 09:00:00,52.0,4.7,4.632333333333333,Safe
Mumbai,Maharashtra,2023-11-24 01:00:00,152.0,58.7,33.69233333333334,Moderate
Mumbai,Maharashtra,2023-09-21 01:00:00,46.0,6.9,4.4879999999999995,Safe
Aizawl,Mizoram,2025-05-16 20:00:00,115.0,34.8,21.158,Safe
Panaji,Goa,2023-12-23 22:00:00,130.0,51.3,26.196,Moderate
Shillong,Meghalaya,2024-07-28 18:00:00,39.0,13.8,17.634,Safe
Kolkata,West Bengal,2023-07-24 06:00:00,36.0,8.0,3.788333333333333,Safe
Guwahati,Assam,2023-11-01 06:00:00,54.0,22.1,16.744333333333334,Safe
Lucknow,Uttar Pradesh,2023-10-26 20:00:00,105.0,43.1,13.556333333333333,Safe
Patna,Bihar,2025-09-10 10:00:00,103.0,26.2,10.772666666666666,Safe
Guwahati,Assam,2025-10-23 08:00:00,71.0,13.4,6.981333333333334,Safe
Guwahati,Assam,2023-12-03 07:00:00,62.0,27.1,30.924666666666667,Moderate
Bhubaneswar,Odisha,2024-01-25 22:00:00,154.0,68.0,29.92533333333333,Moderate
Guwahati,Assam,2024-06-15 19:00:00,67.0,20.8,7.655666666666667,Safe
Thiruvananthapuram,Kerala,2024-08-19 02:00:00,34.0,6.1,3.462666666666667,Safe
Delhi,Delhi,2025-10-22 20:00:00,183.0,78.0,34.209,Moderate
Delhi,Delhi,2023-05-08 08:00:00,152.0,84.5,26.77433333333333,Moderate
Thiruvananthapuram,Kerala,2023-06-30 07:00:00,40.0,11.6,9.729333333333333,Safe
Imphal,Manipur,2025-05-05 11:00:00,80.0,6.2,7.0473333333333334,Safe
Bengaluru,Karnataka,2025-03-16 13:00:00,69.0,14.0,18.912333333333333,Safe
Chandigarh,Punjab,2023-02-10 13:00:00,92.0,25.2,20.333,Safe
Lucknow,Uttar Pradesh,2025-02-04 22:00:00,151.0,65.2,28.409666666666666,Moderate
Ranchi,Jharkhand,2024-07-25 22:00:00,67.0,27.0,13.318,Safe
Bhubaneswar,Odisha,2025-04-11 23:00:00,58.0,9.9,5.660000000000001,Safe
Gurugram,Haryana,2024-10-19 05:00:00,162.0,109.4,25.338333333333335,Moderate
Lucknow,Uttar Pradesh,2024-12-12 21:00:00,154.0,59.6,28.108333333333334,Moderate
Gurugram,Haryana,2025-06-17 12:00:00,235.0,83.8,39.30566666666667,Moderate
Ranchi,Jharkhand,2023-04-24 12:00:00,87.0,43.0,24.71366666666667,Safe
Imphal,Manipur,2025-03-17 19:00:00,128.0,53.6,28.616333333333333,Moderate
Kolkata,West Bengal,2023-12-19 19:00:00,165.0,102.2,34.60933333333334,Moderate
Thiruvananthapuram,Kerala,2023-10-07 14:00:00,64.0,19.0,12.472666666666667,Safe
Patna,Bihar,2024-01-06 04:00:00,170.0,115.9,41.45366666666666,Moderate
Shillong,Meghalaya,2023-09-10 00:00:00,45.0,20.3,18.84133333333333,Safe
Ahmedabad,Gujarat,2023-09-20 01:00:00,42.0,12.3,9.729000000000001,Safe
Guwahati,Assam,2022-08-15 02:00:00,50.0,16.3,18.941666666666666,Safe
Delhi,Delhi,2025-10-02 18:00:00,197.0,57.5,21.702333333333335,Safe
Jaipur,Rajasthan,2024-03-25 07:00:00,97.0,47.6,28.067333333333334,Moderate
Imphal,Manipur,2023-02-04 19:00:00,125.0,23.5,22.574666666666666,Safe
Chandigarh,Punjab,2023-04-04 11:00:00,81.0,20.0,17.052333333333333,Safe
Bhopal,Madhya Pradesh,2024-05-21 17:00:00,125.0,19.6,19.932666666666666,Safe
Imphal,Manipur,2024-10-21 19:00:00,64.0,21.1,7.432666666666667,Safe
Dehradun,Uttarakhand,2024-02-25 09:00:00,57.0,10.6,23.773666666666667,Safe
Kolkata,West Bengal,2022-12-13 13:00:00,237.0,114.3,41.512,Moderate
Shillong,Meghalaya,2023-06-13 07:00:00,49.0,18.5,10.963333333333333,Safe
Shillong,Meghalaya,2023-10-08 15:00:00,40.0,2.9,3.5193333333333334,Safe
Dehradun,Uttarakhand,2025-04-08 07:00:00,83.0,33.4,22.928666666666665,Safe
Imphal,Manipur,2024-08-15 16:00:00,60.0,14.5,14.396666666666667,Safe
Gurugram,Haryana,2024-11-20 15:00:00,179.0,54.0,34.642,Moderate
Aizawl,Mizoram,2025-09-27 15:00:00,35.0,2.6,11.054333333333334,Safe
Mumbai,Maharashtra,2023-11-13 14:00:00,177.0,77.5,33.001666666666665,Moderate
Kohima,Nagaland,2025-06-12 23:00:00,60.0,29.1,20.718,Safe
Patna,Bihar,2025-09-20 15:00:00,132.0,25.7,21.065333333333335,Safe
